id,clave,descripcion
catalogos_materiales_peligrosos414,M0414,BROMURO DE HIDRÓGENO ANHIDRO,
catalogos_materiales_peligrosos415,M0415,HIDRÓGENO COMPRIMIDO,
catalogos_materiales_peligrosos416,M0416,CLORURO DE HIDRÓGENO ANHIDRO,
catalogos_materiales_peligrosos417,M0417,CIANURO DE HIDRÓGENO ESTABILIZADO con menos del 3 % de agua,
catalogos_materiales_peligrosos418,M0418,FLUORURO DE HIDRÓGENO ANHIDRO,
catalogos_materiales_peligrosos419,M0419,SULFURO DE HIDRÓGENO,
catalogos_materiales_peligrosos420,M0420,ISOBUTILENO,
catalogos_materiales_peligrosos421,M0421,CRIPTÓN COMPRIMIDO,
catalogos_materiales_peligrosos422,M0422,ENCENDEDORES o RECARGAS DE ENCENDEDORES que contienen gas inflamable,
catalogos_materiales_peligrosos423,M0423,"MEZCLAS DE GASES LICUADOS no inflamables con nitrógeno, dióxido de carbono o aire",
catalogos_materiales_peligrosos424,M0424,"METILACETILENO Y PROPADIENO, MEZCLA ESTABILIZADA DE",
catalogos_materiales_peligrosos425,M0425,METILAMINA ANHIDRA,
catalogos_materiales_peligrosos426,M0426,BROMURO DE METILO con un máximo del 2 % de cloropicrina,
catalogos_materiales_peligrosos427,M0427,CLORURO DE METILO (GAS REFRIGERANTE R 40),
catalogos_materiales_peligrosos428,M0428,METILMERCAPTANO,
catalogos_materiales_peligrosos429,M0429,NEÓN COMPRIMIDO,
catalogos_materiales_peligrosos430,M0430,NITRÓGENO COMPRIMIDO,
catalogos_materiales_peligrosos431,M0431,TETRÓXIDO DE DINITRÓGENO (DIÓXIDO DE NITRÓGENO),
catalogos_materiales_peligrosos432,M0432,CLORURO DE NITROSILO,
catalogos_materiales_peligrosos433,M0433,ÓXIDO NITROSO,
catalogos_materiales_peligrosos434,M0434,GAS DE PETRÓLEO COMPRIMIDO,
catalogos_materiales_peligrosos435,M0435,OXÍGENO COMPRIMIDO,
catalogos_materiales_peligrosos436,M0436,OXÍGENO LÍQUIDO REFRIGERADO,
catalogos_materiales_peligrosos437,M0437,"GASES DE PETRÓLEO, LICUADOS",
catalogos_materiales_peligrosos438,M0438,FOSGENO,
catalogos_materiales_peligrosos439,M0439,PROPILENO,
catalogos_materiales_peligrosos440,M0440,"GAS REFRIGERANTE, N.E.P.",
catalogos_materiales_peligrosos441,M0441,DIÓXIDO DE AZUFRE,
catalogos_materiales_peligrosos442,M0442,HEXAFLUORURO DE AZUFRE,
catalogos_materiales_peligrosos443,M0443,TETRAFLUOROETILENO ESTABILIZADO,
catalogos_materiales_peligrosos444,M0444,TRIFLUOROCLOROETILENO ESTABILIZADO (GAS REFRIGERANTE R 1113),
catalogos_materiales_peligrosos445,M0445,TRIMETILAMINA ANHIDRA,
catalogos_materiales_peligrosos446,M0446,BROMURO DE VINILO ESTABILIZADO,
catalogos_materiales_peligrosos447,M0447,CLORURO DE VINILO ESTABILIZADO,
catalogos_materiales_peligrosos448,M0448,VINIL METIL ÉTER ESTABILIZADO,
catalogos_materiales_peligrosos449,M0449,ACETAL,
catalogos_materiales_peligrosos450,M0450,ACETALDEHÍDO,
catalogos_materiales_peligrosos451,M0451,ACETONA,
catalogos_materiales_peligrosos452,M0452,ACEITES DE ACETONA,
catalogos_materiales_peligrosos453,M0453,ACROLEÍNA ESTABILIZADA,
catalogos_materiales_peligrosos454,M0454,ACRILONITRILO ESTABILIZADO,
catalogos_materiales_peligrosos455,M0455,ALCOHOL ALÍLICO,
catalogos_materiales_peligrosos456,M0456,BROMURO DE ALILO,
catalogos_materiales_peligrosos457,M0457,CLORURO DE ALILO,
catalogos_materiales_peligrosos458,M0458,ACETATOS DE AMILO,
catalogos_materiales_peligrosos459,M0459,PENTANOLES,
catalogos_materiales_peligrosos460,M0460,AMILAMINA,
catalogos_materiales_peligrosos461,M0461,CLORURO DE AMILO,
catalogos_materiales_peligrosos462,M0462,1-PENTENO (n-AMILENO),
catalogos_materiales_peligrosos463,M0463,FORMIATOS DE AMILO,
catalogos_materiales_peligrosos464,M0464,n-AMILMETILCETONA,
catalogos_materiales_peligrosos465,M0465,AMILMERCAPTANO,
catalogos_materiales_peligrosos466,M0466,NITRATO DE AMILO,
catalogos_materiales_peligrosos467,M0467,NITRITO DE AMILO,
catalogos_materiales_peligrosos468,M0468,BENCENO,
catalogos_materiales_peligrosos469,M0469,BUTANOLES,
catalogos_materiales_peligrosos470,M0470,ACETATOS DE BUTILO,
catalogos_materiales_peligrosos471,M0471,n-BUTILAMINA,
catalogos_materiales_peligrosos472,M0472,1-BROMOBUTANO,
catalogos_materiales_peligrosos473,M0473,CLOROBUTANOS,
catalogos_materiales_peligrosos474,M0474,FORMIATO DE n-BUTILO,
catalogos_materiales_peligrosos475,M0475,BUTIRALDEHÍDO,
catalogos_materiales_peligrosos476,M0476,ACEITE DE ALCANFOR,
catalogos_materiales_peligrosos477,M0477,DISULFURO DE CARBONO,
catalogos_materiales_peligrosos478,M0478,ADHESIVOS que contienen líquidos inflamables,
catalogos_materiales_peligrosos479,M0479,CLOROBENCENO,
catalogos_materiales_peligrosos480,M0480,ETILENCLORHIDRINA,
catalogos_materiales_peligrosos481,M0481,"DESTILADOS DE ALQUITRÁN DE HULLA, INFLAMABLES",
catalogos_materiales_peligrosos482,M0482,"SOLUCIONES PARA
REVESTIMIENTOS (comprende los tratamientos de superficie o los revestimientos utilizados con fines industriales o de otra índole como revestimiento de bajos de vehículos, de bidones o de toneles)",
catalogos_materiales_peligrosos483,M0483,CROTONALDEHÍDO o CROTONALDEHÍDO ESTABILIZADO,
catalogos_materiales_peligrosos484,M0484,CROTONILENO,
catalogos_materiales_peligrosos485,M0485,CICLOHEXANO,
catalogos_materiales_peligrosos486,M0486,CICLOPENTANO,
catalogos_materiales_peligrosos487,M0487,DECAHIDRONAFTALENO,
catalogos_materiales_peligrosos488,M0488,DIACETONALCOHOL,
catalogos_materiales_peligrosos489,M0489,DIBUTIL ÉTERES,
catalogos_materiales_peligrosos490,M0490,"1,2-DICLOROETILENO",
catalogos_materiales_peligrosos491,M0491,DICLOROPENTANOS,
catalogos_materiales_peligrosos492,M0492,ÉTER DIETÍLICO DEL ETILENGLICOL,
catalogos_materiales_peligrosos493,M0493,DIETILAMINA,
catalogos_materiales_peligrosos494,M0494,ÉTER DIETÍLICO (ÉTER ETÍLICO),
catalogos_materiales_peligrosos495,M0495,DIETILCETONA,
catalogos_materiales_peligrosos496,M0496,DIISOBUTILCETONA,
catalogos_materiales_peligrosos497,M0497,DIISOPROPILAMINA,
catalogos_materiales_peligrosos498,M0498,ÉTER DIISOPROPÍLICO,
catalogos_materiales_peligrosos499,M0499,DIMETILAMINA EN SOLUCIÓN ACUOSA,
catalogos_materiales_peligrosos500,M0500,CARBONATO DE DIMETILO,
catalogos_materiales_peligrosos501,M0501,DIMETILDICLOROSILANO,
catalogos_materiales_peligrosos502,M0502,DIMETILHIDRAZINA ASIMÉTRICA,
catalogos_materiales_peligrosos503,M0503,SULFURO DE METILO,
catalogos_materiales_peligrosos504,M0504,DIOXANO,
catalogos_materiales_peligrosos505,M0505,DIOXOLANO,
catalogos_materiales_peligrosos506,M0506,DIVINIL ÉTER ESTABILIZADO,
catalogos_materiales_peligrosos507,M0507,EXTRACTOS AROMÁTICOS LÍQUIDOS,
catalogos_materiales_peligrosos508,M0508,ETANOL (ALCOHOL ETÍLICO) o ETANOL EN SOLUCIÓN (ALCOHOL ETÍLICO EN SOLUCIÓN),
catalogos_materiales_peligrosos509,M0509,ÉTER MONOETÍLICO DEL ETILENGLICOL,
catalogos_materiales_peligrosos510,M0510,ACETATO DEL ÉTER MONOETÍLICO DEL ETILENGLICOL,
catalogos_materiales_peligrosos511,M0511,ACETATO DE ETILO,
catalogos_materiales_peligrosos512,M0512,ETILBENCENO,
catalogos_materiales_peligrosos513,M0513,BORATO DE ETILO,
catalogos_materiales_peligrosos514,M0514,ACETATO DE 2-ETILBUTILO,
catalogos_materiales_peligrosos515,M0515,2-ETILBUTIRALDEHÍDO,
catalogos_materiales_peligrosos516,M0516,ETIL BUTIL ÉTER,
catalogos_materiales_peligrosos517,M0517,BUTIRATO DE ETILO,
catalogos_materiales_peligrosos518,M0518,CLOROACETATO DE ETILO,
catalogos_materiales_peligrosos519,M0519,CLOROFORMIATO DE ETILO,
catalogos_materiales_peligrosos520,M0520,ETILDICLOROSILANO,
catalogos_materiales_peligrosos521,M0521,DICLORURO DE ETILENO,
catalogos_materiales_peligrosos522,M0522,ETILENIMINA (AZIRIDINA) ESTABILIZADA,
catalogos_materiales_peligrosos523,M0523,ÉTER MONOMETÍLICO DEL ETILENGLICOL,
catalogos_materiales_peligrosos524,M0524,ACETATO DEL ÉTER MONOMETÍLICO DEL ETILENGLICOL,
catalogos_materiales_peligrosos525,M0525,FORMIATO DE ETILO,
catalogos_materiales_peligrosos526,M0526,ALDEHÍDOS OCTÍLICOS,
catalogos_materiales_peligrosos527,M0527,LACTATO DE ETILO,
catalogos_materiales_peligrosos528,M0528,ETIL METIL CETONA (METIL ETIL CETONA),
catalogos_materiales_peligrosos529,M0529,NITRITO DE ETILO EN SOLUCIÓN,
catalogos_materiales_peligrosos530,M0530,PROPIONATO DE ETILO,
catalogos_materiales_peligrosos531,M0531,ETILTRICLOROSILANO,
catalogos_materiales_peligrosos532,M0532,EXTRACTOS LÍQUIDOS PARA AROMATIZAR,
catalogos_materiales_peligrosos533,M0533,FORMALDEHÍDO EN SOLUCIÓN INFLAMABLE,
catalogos_materiales_peligrosos534,M0534,FURALDEHÍDOS,
catalogos_materiales_peligrosos535,M0535,ACEITE DE FUSEL,
catalogos_materiales_peligrosos536,M0536,GASÓLEO o COMBUSTIBLE PARA MOTORES DIESEL o ACEITE MINERAL LIGERO PARA CALEFACCIÓN,
catalogos_materiales_peligrosos537,M0537,"COMBUSTIBLE PARA MOTORES
oGASOLINA",
catalogos_materiales_peligrosos538,M0538,"NITROGLICERINA EN
SOLUCIÓN ALCOHÓLICA con un máximo del 1 % de nitroglicerina",
catalogos_materiales_peligrosos539,M0539,HEPTANOS,
catalogos_materiales_peligrosos540,M0540,HEXALDEHÍDO,
catalogos_materiales_peligrosos541,M0541,HEXANOS,
catalogos_materiales_peligrosos542,M0542,"TINTA DE IMPRENTA, inflamable
oMATERIALES
RELACIONADOS CON LA TINTA DE IMPRENTA (incluido diluyente de tinta de imprenta o producto reductor), inflamables",
catalogos_materiales_peligrosos543,M0543,ISOBUTANOL (ALCOHOL ISOBUTÍLICO),
catalogos_materiales_peligrosos544,M0544,ACETATO DE ISOBUTILO,
catalogos_materiales_peligrosos545,M0545,ISOBUTILAMINA,
catalogos_materiales_peligrosos546,M0546,ISOOCTENOS,
catalogos_materiales_peligrosos547,M0547,ISOPRENO ESTABILIZADO,
catalogos_materiales_peligrosos548,M0548,ISOPROPANOL (ALCOHOL ISOPROPÍLICO),
catalogos_materiales_peligrosos549,M0549,ACETATO DE ISOPROPILO,
catalogos_materiales_peligrosos550,M0550,ISOPROPILAMINA,
catalogos_materiales_peligrosos551,M0551,NITRATO DE ISOPROPILO,
catalogos_materiales_peligrosos552,M0552,QUEROSENO,
catalogos_materiales_peligrosos553,M0553,"CETONAS LÍQUIDAS, N.E.P.",
catalogos_materiales_peligrosos554,M0554,"MERCAPTANOS LÍQUIDOS, INFLAMABLES, TÓXICOS, N.E.P. o MERCAPTANOS EN MEZCLA LÍQUIDA, INFLAMABLE, TÓXICA, N.E.P.",
catalogos_materiales_peligrosos555,M0555,ÓXIDO DE MESITILO,
catalogos_materiales_peligrosos556,M0556,METANOL,
catalogos_materiales_peligrosos557,M0557,ACETATO DE METILO,
catalogos_materiales_peligrosos558,M0558,ACETATO DE METILAMILO,
catalogos_materiales_peligrosos559,M0559,METILAL (DIMETOXIMETANO),
catalogos_materiales_peligrosos560,M0560,METILAMINA EN SOLUCIÓN ACUOSA,
catalogos_materiales_peligrosos561,M0561,BUTIRATO DE METILO,
catalogos_materiales_peligrosos562,M0562,CLOROFORMIATO DE METILO,
catalogos_materiales_peligrosos563,M0563,METIL CLOROMETIL ÉTER,
catalogos_materiales_peligrosos564,M0564,METILDICLOROSILANO,
catalogos_materiales_peligrosos565,M0565,FORMIATO DE METILO,
catalogos_materiales_peligrosos566,M0566,METILHIDRAZINA,
catalogos_materiales_peligrosos567,M0567,METILISOBUTILCETONA,
catalogos_materiales_peligrosos568,M0568,METILISOPROPENIL-CETONA ESTABILIZADA,
catalogos_materiales_peligrosos569,M0569,METACRILATO DE METILO MONÓMERO ESTABILIZADO,
catalogos_materiales_peligrosos570,M0570,PROPIONATO DE METILO,
catalogos_materiales_peligrosos571,M0571,METILPROPILCETONA,
catalogos_materiales_peligrosos572,M0572,METILTRICLOROSILANO,
catalogos_materiales_peligrosos573,M0573,"METILVINILCETONA, ESTABILIZADA",
catalogos_materiales_peligrosos574,M0574,NÍQUEL CARBONILO,
catalogos_materiales_peligrosos575,M0575,NITROMETANO,
catalogos_materiales_peligrosos576,M0576,OCTANOS,
catalogos_materiales_peligrosos577,M0577,"PINTURA (incluye pintura, laca, esmalte, colorante, goma laca, barniz, encáustico, apresto líquido y base líquida para lacas) o PRODUCTOS PARA PINTURA (incluye solventes y diluyentes para pinturas)",
catalogos_materiales_peligrosos578,M0578,PARALDEHÍDO,
catalogos_materiales_peligrosos579,M0579,PENTANOS líquidos,
catalogos_materiales_peligrosos580,M0580,PRODUCTOS DE PERFUMERÍA que contengan disolventes inflamables,
catalogos_materiales_peligrosos581,M0581,PETRÓLEO BRUTO,
catalogos_materiales_peligrosos582,M0582,"DESTILADOS DE PETRÓLEO, N.E.P. o PRODUCTOS DE PETRÓLEO, N.E.P.",
catalogos_materiales_peligrosos583,M0583,ACEITE DE PINO,
catalogos_materiales_peligrosos584,M0584,n-PROPANOL (ALCOHOL PROPÍLICO NORMAL),
catalogos_materiales_peligrosos585,M0585,PROPIONALDEHÍDO,
catalogos_materiales_peligrosos586,M0586,ACETATO DE n-PROPILO,
catalogos_materiales_peligrosos587,M0587,PROPILAMINA,
catalogos_materiales_peligrosos588,M0588,1-CLOROPROPANO,
catalogos_materiales_peligrosos589,M0589,"1,2-DICLOROPROPANO",
catalogos_materiales_peligrosos590,M0590,ÓXIDO DE PROPILENO,
catalogos_materiales_peligrosos591,M0591,FORMIATOS DE PROPILO,
catalogos_materiales_peligrosos592,M0592,PIRIDINA,
catalogos_materiales_peligrosos593,M0593,ACEITE DE COLOFONIA,
catalogos_materiales_peligrosos594,M0594,DISOLUCIÓN DE CAUCHO,
catalogos_materiales_peligrosos595,M0595,ACEITE DE ESQUISTO,
catalogos_materiales_peligrosos596,M0596,METILATO DE SODIO EN SOLUCIÓN alcohólica,
catalogos_materiales_peligrosos597,M0597,SILICATO DE TETRAETILO,
catalogos_materiales_peligrosos598,M0598,TINTURAS MEDICINALES,
catalogos_materiales_peligrosos599,M0599,TOLUENO,
catalogos_materiales_peligrosos600,M0600,TRICLOROSILANO,
catalogos_materiales_peligrosos601,M0601,TRIETILAMINA,
catalogos_materiales_peligrosos602,M0602,"TRIMETILAMINA EN SOLUCIÓN ACUOSA, con un máximo del 50 %, en masa, de trimetilamina",
catalogos_materiales_peligrosos603,M0603,TRIMETILCLOROSILANO,
catalogos_materiales_peligrosos604,M0604,TREMENTINA,
catalogos_materiales_peligrosos605,M0605,SUCEDÁNEO DE TREMENTINA,
catalogos_materiales_peligrosos606,M0606,ACETATO DE VINILO ESTABILIZADO,
catalogos_materiales_peligrosos607,M0607,VINIL ETIL ÉTER ESTABILIZADO,
catalogos_materiales_peligrosos608,M0608,CLORURO DE VINILIDENO ESTABILIZADO,
catalogos_materiales_peligrosos609,M0609,VINIL ISOBUTIL ÉTER ESTABILIZADO,
catalogos_materiales_peligrosos610,M0610,VINILTRICLOROSILANO,
catalogos_materiales_peligrosos611,M0611,PRODUCTOS LÍQUIDOS PARA LA CONSERVACIÓN DE LA MADERA,
catalogos_materiales_peligrosos612,M0612,XILENOS,
catalogos_materiales_peligrosos613,M0613,CIRCONIO EN SUSPENSIÓN EN UN LÍQUIDO INFLAMABLE,
catalogos_materiales_peligrosos614,M0614,"ALUMINIO EN POLVO, RECUBIERTO",
catalogos_materiales_peligrosos615,M0615,"PICRATO DE AMONIO
HUMEDECIDO con un mínimo del 10 %, en masa, de agua",
catalogos_materiales_peligrosos616,M0616,BORNEOL,
catalogos_materiales_peligrosos617,M0617,RESINATO DE CALCIO,
catalogos_materiales_peligrosos618,M0618,RESINATO DE CALCIO FUNDIDO,
catalogos_materiales_peligrosos619,M0619,"RESINATO DE COBALTO, PRECIPITADO",
catalogos_materiales_peligrosos620,M0620,"DINITROFENOL HUMEDECIDO con un mínimo del 15 %, en masa, de agua",
catalogos_materiales_peligrosos621,M0621,"DINITROFENOLATOS HUMEDECIDOS con un mínimo del 15 %, en masa, de agua",
catalogos_materiales_peligrosos622,M0622,"DINITRORRESORCINOL (DINITRORRESORCINA) HUMEDECIDO con un mínimo del 15 %, en masa, de agua",
catalogos_materiales_peligrosos623,M0623,FERROCERIO,
catalogos_materiales_peligrosos624,M0624,"PELÍCULAS DE SOPORTE NITROCELULÓSICO revestido de gelatina, con exclusión de los desechos",
catalogos_materiales_peligrosos625,M0625,"SÓLIDO INFLAMABLE ORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos626,M0626,"HAFNIO EN POLVO,
HUMEDECIDO con un mínimo del 25 % de agua (debe haber un exceso visible de agua): a) producido mecánicamente, en partículas de menos de 53 micrones; b) producido químicamente, en partículas de menos de 840 micrones",
catalogos_materiales_peligrosos627,M0627,"HENO, PAJA o ""BUSHA"" (TAMO)",
catalogos_materiales_peligrosos628,M0628,HEXAMETILENTETRAMINA,
catalogos_materiales_peligrosos629,M0629,RESINATO DE MANGANESO,
catalogos_materiales_peligrosos630,M0630,FÓSFOROS DISTINTOS DE LOS DE SEGURIDAD,
catalogos_materiales_peligrosos631,M0631,METALDEHÍDO,
catalogos_materiales_peligrosos632,M0632,"CERIO, en placas, lingotes o barras",
catalogos_materiales_peligrosos633,M0633,NAFTALENO BRUTO o NAFTALENO REFINADO,
catalogos_materiales_peligrosos634,M0634,"NITROGUANIDINA (PICRITA) HUMEDECIDA con un mínimo del 20 %, en masa, de agua",
catalogos_materiales_peligrosos635,M0635,"NITROALMIDÓN HUMEDECIDO con un mínimo del 20 %, en masa, de agua",
catalogos_materiales_peligrosos636,M0636,FÓSFORO AMORFO,
catalogos_materiales_peligrosos637,M0637,"HEPTASULFURO DE FÓSFORO, que no contiene fósforo blanco o amarillo",
catalogos_materiales_peligrosos638,M0638,"PENTASULFURO DE FÓSFORO, que no contiene fósforo blanco o amarillo",
catalogos_materiales_peligrosos639,M0639,"SESQUISULFURO DE FÓSFORO, que no contiene fósforo blanco o amarillo",
catalogos_materiales_peligrosos640,M0640,"TRISULFURO DE FÓSFORO, que no contiene fósforo blanco o amarillo",
catalogos_materiales_peligrosos641,M0641,"TRINITROFENOL (ÁCIDO PÍCRICO) HUMEDECIDO con un mínimo del 30 %, en masa, de agua",
catalogos_materiales_peligrosos642,M0642,"DESECHOS DE CAUCHO o RECORTES DE CAUCHO, en polvo o en gránulos de 840 micrones como máximo y que contienen más del 45 % de caucho",
catalogos_materiales_peligrosos643,M0643,"SILICIO EN POLVO, AMORFO",
catalogos_materiales_peligrosos644,M0644,"PICRATO DE PLATA
HUMEDECIDO con un mínimo del 30 %, en masa, de agua",
catalogos_materiales_peligrosos645,M0645,"DINITRO-o-CRESOLATO DE SODIO HUMEDECIDO con un mínimo del 15 %, en masa, de agua",
catalogos_materiales_peligrosos646,M0646,"PICRAMATO DE SODIO HUMEDECIDO con un mínimo del 20 %, en masa, de agua",
catalogos_materiales_peligrosos647,M0647,AZUFRE,
catalogos_materiales_peligrosos648,M0648,"TITANIO EN POLVO,
HUMEDECIDO con un mínimo del 25 % de agua (debe haber un exceso visible de agua): a) producido mecánicamente, en partículas de menos de 53 micrones; b) producido químicamente, en partículas de menos de 840 micrones",
catalogos_materiales_peligrosos649,M0649,"FIBRAS o TEJIDOS IMPREGNADOS DE NITROCELULOSA POCO NITRADA, N.E.P.",
catalogos_materiales_peligrosos650,M0650,"TRINITROBENCENO
HUMEDECIDO con un mínimo del
30 %, en masa, de agua",
catalogos_materiales_peligrosos651,M0651,"ÁCIDO TRINITROBENZOICO HUMEDECIDO con un mínimo del
30 %, en masa, de agua",
catalogos_materiales_peligrosos652,M0652,"TRINITROTOLUENO (TNT) HUMEDECIDO con un mínimo del 30 %, en masa, de agua",
catalogos_materiales_peligrosos653,M0653,"NITRATO DE UREA
HUMEDECIDO con un mínimo del 20 %, en masa, de agua",
catalogos_materiales_peligrosos654,M0654,"CIRCONIO EN POLVO,
HUMEDECIDO con un mínimo del 25 % de agua (debe haber un exceso visible de agua): a) producido mecánicamente, en partículas de menos de 53 micrones; b) producido químicamente, en partículas de menos de 840 micrones",
catalogos_materiales_peligrosos655,M0655,FOSFURO DE CALCIO,
catalogos_materiales_peligrosos656,M0656,CARBÓN animal o vegetal,
catalogos_materiales_peligrosos657,M0657,CARBÓN ACTIVADO,
catalogos_materiales_peligrosos658,M0658,COPRA,
catalogos_materiales_peligrosos659,M0659,DESECHOS GRASIENTOS DE ALGODÓN,
catalogos_materiales_peligrosos660,M0660,ALGODÓN HÚMEDO,
catalogos_materiales_peligrosos661,M0661,p-NITROSODIMETILANILINA,
catalogos_materiales_peligrosos662,M0662,"FIBRAS DE ORIGEN ANIMAL o FIBRAS DE ORIGEN VEGETAL quemadas, húmedas o mojadas",
catalogos_materiales_peligrosos663,M0663,"FIBRAS o TEJIDOS DE ORIGEN ANIMAL o VEGETAL o SINTÉTICOS, N.E.P., impregnados de aceite",
catalogos_materiales_peligrosos664,M0664,HARINA DE PESCADO (DESECHOS DE PESCADO) NO ESTABILIZADA,
catalogos_materiales_peligrosos665,M0665,ÓXIDO DE HIERRO AGOTADO o HIERRO ESPONJOSO AGOTADO procedentes de la purificación del gas de hulla,
catalogos_materiales_peligrosos666,M0666,CATALIZADOR DE METAL HUMEDECIDO con un exceso visible de líquido,
catalogos_materiales_peligrosos667,M0667,"PAPEL TRATADO CON ACEITES NO SATURADOS, incompletamente seco (incluso el papel carbón)",
catalogos_materiales_peligrosos668,M0668,PENTABORANO,
catalogos_materiales_peligrosos669,M0669,"FÓSFORO BLANCO o
AMARILLO, SECO o BAJO AGUA
oEN SOLUCIÓN",
catalogos_materiales_peligrosos670,M0670,SULFURO DE POTASIO ANHIDRO o SULFURO DE POTASIO con menos del 30 % de agua de cristalización,
catalogos_materiales_peligrosos671,M0671,"METAL PIROFÓRICO, N.E.P., o ALEACIÓN PIROFÓRICA, N.E.P.",
catalogos_materiales_peligrosos672,M0672,DITIONITO DE SODIO (HIDROSULFITO DE SODIO),
catalogos_materiales_peligrosos673,M0673,"SULFURO DE SODIO ANHIDRO
oSULFURO DE SODIO con menos
del 30 % de agua de cristalización",
catalogos_materiales_peligrosos674,M0674,"TORTA OLEAGINOSA con más del 1,5 % de aceite y un máximo del 11 % de humedad",
catalogos_materiales_peligrosos675,M0675,"DESECHOS DE LANA, HÚMEDOS",
catalogos_materiales_peligrosos676,M0676,"METALES ALCALINOS, AMALGAMA LÍQUIDA DE,",
catalogos_materiales_peligrosos677,M0677,AMIDAS DE METALES ALCALINOS,
catalogos_materiales_peligrosos678,M0678,"METALES ALCALINOS, DISPERSIÓN DE, o METALES ALCALINOTÉRREOS, DISPERSIÓN DE",
catalogos_materiales_peligrosos679,M0679,"METALES ALCALINOTÉRREOS, AMALGAMA LÍQUIDA DE",
catalogos_materiales_peligrosos680,M0680,"METALES ALCALINOTÉRREOS, ALEACIÓN DE, N.E.P.",
catalogos_materiales_peligrosos681,M0681,CARBURO DE ALUMINIO,
catalogos_materiales_peligrosos682,M0682,ALUMINIOFERROSILICIO EN POLVO,
catalogos_materiales_peligrosos683,M0683,"ALUMINIO EN POLVO, NO RECUBIERTO",
catalogos_materiales_peligrosos684,M0684,FOSFURO DE ALUMINIO,
catalogos_materiales_peligrosos685,M0685,"ALUMINIOSILICIO EN POLVO, NO RECUBIERTO",
catalogos_materiales_peligrosos686,M0686,BARIO,
catalogos_materiales_peligrosos687,M0687,CALCIO,
catalogos_materiales_peligrosos688,M0688,CARBURO DE CALCIO,
catalogos_materiales_peligrosos689,M0689,"CIANAMIDA DE CALCIO con más del 0,1 % de carburo de calcio",
catalogos_materiales_peligrosos690,M0690,HIDRURO DE CALCIO,
catalogos_materiales_peligrosos691,M0691,SILICIURO DE CALCIO,
catalogos_materiales_peligrosos692,M0692,CESIO,
catalogos_materiales_peligrosos693,M0693,FERROSILICIO con el 30 % o más pero menos del 90 % de silicio,
catalogos_materiales_peligrosos694,M0694,"HIDRUROS METÁLICOS QUE REACCIONAN CON EL AGUA, N.E.P.",
catalogos_materiales_peligrosos695,M0695,HIDRURO DE LITIO Y ALUMINIO,
catalogos_materiales_peligrosos696,M0696,HIDRURO DE LITIO Y ALUMINIO EN ÉTER,
catalogos_materiales_peligrosos697,M0697,BOROHIDRURO DE LITIO,
catalogos_materiales_peligrosos698,M0698,HIDRURO DE LITIO,
catalogos_materiales_peligrosos699,M0699,LITIO,
catalogos_materiales_peligrosos700,M0700,LITIOSILICIO,
catalogos_materiales_peligrosos701,M0701,MAGNESIO EN POLVO o ALEACIONES DE MAGNESIO EN POLVO,
catalogos_materiales_peligrosos702,M0702,FOSFURO DE MAGNESIO Y ALUMINIO,
catalogos_materiales_peligrosos703,M0703,"POTASIO, ALEACIONES METÁLICAS LÍQUIDAS DE",
catalogos_materiales_peligrosos704,M0704,"METALES ALCALINOS, ALEACIÓN LÍQUIDA DE, N.E.P.",
catalogos_materiales_peligrosos705,M0705,"POTASIO Y SODIO, ALEACIONES LÍQUIDAS DE",
catalogos_materiales_peligrosos706,M0706,RUBIDIO,
catalogos_materiales_peligrosos707,M0707,BOROHIDRURO DE SODIO,
catalogos_materiales_peligrosos708,M0708,HIDRURO DE SODIO,
catalogos_materiales_peligrosos709,M0709,SODIO,
catalogos_materiales_peligrosos710,M0710,METILATO DE SODIO,
catalogos_materiales_peligrosos711,M0711,FOSFURO DE SODIO,
catalogos_materiales_peligrosos712,M0712,FOSFUROS DE ESTAÑO(IV),
catalogos_materiales_peligrosos713,M0713,"CINC, CENIZAS DE",
catalogos_materiales_peligrosos714,M0714,CINC EN POLVO,
catalogos_materiales_peligrosos715,M0715,HIDRURO DE CIRCONIO,
catalogos_materiales_peligrosos716,M0716,NITRATO DE ALUMINIO,
catalogos_materiales_peligrosos717,M0717,DICROMATO DE AMONIO,
catalogos_materiales_peligrosos718,M0718,PERCLORATO DE AMONIO,
catalogos_materiales_peligrosos719,M0719,PERSULFATO DE AMONIO,
catalogos_materiales_peligrosos720,M0720,"CLORATO DE BARIO, SÓLIDO",
catalogos_materiales_peligrosos721,M0721,NITRATO DE BARIO,
catalogos_materiales_peligrosos722,M0722,"PERCLORATO DE BARIO, SÓLIDO",
catalogos_materiales_peligrosos723,M0723,PERMANGANATO DE BARIO,
catalogos_materiales_peligrosos724,M0724,PERÓXIDO DE BARIO,
catalogos_materiales_peligrosos725,M0725,"BROMATOS INORGÁNICOS, N.E.P.",
catalogos_materiales_peligrosos726,M0726,NITRATO DE CESIO,
catalogos_materiales_peligrosos727,M0727,CLORATO DE CALCIO,
catalogos_materiales_peligrosos728,M0728,CLORITO DE CALCIO,
catalogos_materiales_peligrosos729,M0729,NITRATO DE CALCIO,
catalogos_materiales_peligrosos730,M0730,PERCLORATO DE CALCIO,
catalogos_materiales_peligrosos731,M0731,PERMANGANATO DE CALCIO,
catalogos_materiales_peligrosos732,M0732,PERÓXIDO DE CALCIO,
