id,clave,descripcion
catalogos_materiales_peligrosos1917,M1917,PERÓXIDO ORGÁNICO SÓLIDO TIPO B,
catalogos_materiales_peligrosos1918,M1918,PERÓXIDO ORGÁNICO LÍQUIDO TIPO C,
catalogos_materiales_peligrosos1919,M1919,PERÓXIDO ORGÁNICO SÓLIDO TIPO C,
catalogos_materiales_peligrosos1920,M1920,PERÓXIDO ORGÁNICO LÍQUIDO TIPO D,
catalogos_materiales_peligrosos1921,M1921,PERÓXIDO ORGÁNICO SÓLIDO TIPO D,
catalogos_materiales_peligrosos1922,M1922,PERÓXIDO ORGÁNICO LÍQUIDO TIPO E,
catalogos_materiales_peligrosos1923,M1923,PERÓXIDO ORGÁNICO SÓLIDO TIPO E,
catalogos_materiales_peligrosos1924,M1924,PERÓXIDO ORGÁNICO LÍQUIDO TIPO F,
catalogos_materiales_peligrosos1925,M1925,PERÓXIDO ORGÁNICO SÓLIDO TIPO F,
catalogos_materiales_peligrosos1926,M1926,"PERÓXIDO ORGÁNICO LÍQUIDO TIPO B, CON TEMPERATURA REGULADA",
catalogos_materiales_peligrosos1927,M1927,"PERÓXIDO ORGÁNICO SÓLIDO TIPO B, CON TEMPERATURA REGULADA",
catalogos_materiales_peligrosos1928,M1928,"PERÓXIDO ORGÁNICO LÍQUIDO TIPO C, CON TEMPERATURA REGULADA",
catalogos_materiales_peligrosos1929,M1929,"PERÓXIDO ORGÁNICO SÓLIDO TIPO C, CON TEMPERATURA REGULADA",
catalogos_materiales_peligrosos1930,M1930,"PERÓXIDO ORGÁNICO LÍQUIDO TIPO D, CON TEMPERATURA REGULADA",
catalogos_materiales_peligrosos1931,M1931,"PERÓXIDO ORGÁNICO SÓLIDO TIPO D, CON TEMPERATURA REGULADA",
catalogos_materiales_peligrosos1932,M1932,"PERÓXIDO ORGÁNICO LÍQUIDO TIPO E, CON TEMPERATURA REGULADA",
catalogos_materiales_peligrosos1933,M1933,"PERÓXIDO ORGÁNICO SÓLIDO TIPO E, CON TEMPERATURA REGULADA",
catalogos_materiales_peligrosos1934,M1934,"PERÓXIDO ORGÁNICO LÍQUIDO TIPO F, CON TEMPERATURA REGULADA",
catalogos_materiales_peligrosos1935,M1935,"PERÓXIDO ORGÁNICO SÓLIDO TIPO F, CON TEMPERATURA REGULADA",
catalogos_materiales_peligrosos1936,M1936,"SÓLIDO COMBURENTE QUE REACCIONA CON EL AGUA, N.E.P.",
catalogos_materiales_peligrosos1937,M1937,"LÍQUIDO TÓXICO, COMBURENTE, N.E.P.",
catalogos_materiales_peligrosos1938,M1938,"LÍQUIDO TÓXICO QUE REACCIONA CON EL AGUA, N.E.P.",
catalogos_materiales_peligrosos1939,M1939,"SÓLIDO TÓXICO QUE EXPERIMENTA CALENTAMIENTO ESPONTÁNEO, N.E.P.",
catalogos_materiales_peligrosos1940,M1940,"SÓLIDO TÓXICO QUE REACCIONA CON EL AGUA, N.E.P.",
catalogos_materiales_peligrosos1941,M1941,"SÓLIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTÁNEO, CORROSIVO, ORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos1942,M1942,"SÓLIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTÁNEO, COMBURENTE, N.E.P.",
catalogos_materiales_peligrosos1943,M1943,"SÓLIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTÁNEO, TÓXICO, ORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos1944,M1944,"LÍQUIDO QUE REACCIONA CON EL AGUA, CORROSIVO, N.E.P.",
catalogos_materiales_peligrosos1945,M1945,"LÍQUIDO QUE REACCIONA CON EL AGUA, TÓXICO, N.E.P.",
catalogos_materiales_peligrosos1946,M1946,"SÓLIDO QUE REACCIONA CON EL AGUA, CORROSIVO, N.E.P.",
catalogos_materiales_peligrosos1947,M1947,"SÓLIDO QUE REACCIONA CON EL AGUA, INFLAMABLE, N.E.P.",
catalogos_materiales_peligrosos1948,M1948,"SÓLIDO QUE REACCIONA CON EL AGUA, COMBURENTE, N.E.P.",
catalogos_materiales_peligrosos1949,M1949,"SÓLIDO QUE REACCIONA CON EL AGUA, TÓXICO, N.E.P.",
catalogos_materiales_peligrosos1950,M1950,"SÓLIDO QUE REACCIONA CON EL AGUA Y QUE EXPERIMENTA CALENTAMIENTO ESPONTÁNEO, N.E.P.",
catalogos_materiales_peligrosos1951,M1951,TRIFLUOROMETANO LÍQUIDO REFRIGERADO,
catalogos_materiales_peligrosos1952,M1952,"SÓLIDO COMBURENTE, INFLAMABLE, N.E.P.",
catalogos_materiales_peligrosos1953,M1953,"ETILENO, ACETILENO Y PROPILENO, MEZCLA LÍQUIDA REFRIGERADA DE, que contiene un mínimo del 71,5% de etileno, con un máximo del 22,5% de acetileno y un máximo del 6% de propileno",
catalogos_materiales_peligrosos1954,M1954,"LÍQUIDO COMBURENTE, N.E.P.",
catalogos_materiales_peligrosos1955,M1955,"ALCALOIDES LÍQUIDOS, N.E.P.
oSALES DE ALCALOIDES LÍQUIDAS, N.E.P.",
catalogos_materiales_peligrosos1956,M1956,"ANTIMONIO, COMPUESTO INORGÁNICO LÍQUIDO DE, N.E.P.",
catalogos_materiales_peligrosos1957,M1957,"DESINFECTANTE LÍQUIDO, TÓXICO, N.E.P.",
catalogos_materiales_peligrosos1958,M1958,"COLORANTE SÓLIDO, TÓXICO, N.E.P. o MATERIA INTERMEDIA PARA COLORANTES, SÓLIDA, TÓXICA, N.E.P.",
catalogos_materiales_peligrosos1959,M1959,"NICOTINA, COMPUESTO LÍQUIDO DE, N.E.P., o PREPARADO LÍQUIDO A BASE DE NICOTINA, N.E.P.",
catalogos_materiales_peligrosos1960,M1960,"ALQUILFENOLES LÍQUIDOS, N.E.P. (incluidos los homólogos C2 a C12)",
catalogos_materiales_peligrosos1961,M1961,"ORGANOESTAÑO, COMPUESTO DE, SÓLIDO, N.E.P.",
catalogos_materiales_peligrosos1962,M1962,"COLORANTE SÓLIDO,
CORROSIVO, N.E.P. o MATERIA INTERMEDIA PARA COLORANTES, SÓLIDA, CORROSIVA, N.E.P.",
catalogos_materiales_peligrosos1963,M1963,"LÍQUIDO QUE REACCIONA CON EL AGUA, N.E.P.",
catalogos_materiales_peligrosos1964,M1964,"PERÓXIDO DE HIDRÓGENO Y ÁCIDO PEROXIACÉTICO, EN MEZCLA, con ácido(s), agua y un máximo del 5 % de ácido peroxiacético, ESTABILIZADA",
catalogos_materiales_peligrosos1965,M1965,"DISPOSITIVOS PEQUEÑOS ACCIONADOS POR HIDROCARBUROS GASEOSOS o RECARGAS DE HIDROCARBUROS GASEOSOS PARA DISPOSITIVOS PEQUEÑOS, con dispositivo de descarga",
catalogos_materiales_peligrosos1966,M1966,DIFENILOS POLIHALOGENADOS LÍQUIDOS o MONOMETILDIFENILMETANOS HALOGENADOS LÍQUIDOS o TERFENILOS POLIHALOGENADOS LÍQUIDOS,
catalogos_materiales_peligrosos1967,M1967,"DIFENILOS
POLIHALOGENADOS SÓLIDOS o MONOMETILDIFENILMETANOS HALOGENADOS SÓLIDOS o TERFENILOS POLIHALOGENADOS SÓLIDOS",
catalogos_materiales_peligrosos1968,M1968,PERFLUORO(ÉTER METILVINÍLICO),
catalogos_materiales_peligrosos1969,M1969,PERFLUORO(ÉTER ETILVINÍLICO),
catalogos_materiales_peligrosos1970,M1970,PENTACLOROFENOL,
catalogos_materiales_peligrosos1971,M1971,"GAS COMPRIMIDO, COMBURENTE, N.E.P.",
catalogos_materiales_peligrosos1972,M1972,"GAS LICUADO, COMBURENTE, N.E.P.",
catalogos_materiales_peligrosos1973,M1973,"GAS LICUADO, REFRIGERADO, N.E.P.",
catalogos_materiales_peligrosos1974,M1974,"1,1,1,2-TETRAFLUOROETANO (GAS REFRIGERANTE R 134a)",
catalogos_materiales_peligrosos1975,M1975,"GAS LICUADO TÓXICO, INFLAMABLE, N.E.P.",
catalogos_materiales_peligrosos1976,M1976,"GAS LICUADO INFLAMABLE, N.E.P.",
catalogos_materiales_peligrosos1977,M1977,GAS LICUADO TÓXICO N.E.P.,
catalogos_materiales_peligrosos1978,M1978,"GAS LICUADO, N.E.P.",
catalogos_materiales_peligrosos1979,M1979,"OBJETOS CON PRESIÓN INTERIOR, NEUMÁTICOS o HIDRAÚLICOS (que contienen gas no inflamable)",
catalogos_materiales_peligrosos1980,M1980,DEPÓSITO DE COMBUSTIBLE DE GRUPO MOTOR DE CIRCUITO HIDRAÚLICO DE AERONAVE (que contiene una mezcla de hidrazina anhidra y metilhidrazina) (combustible M86),
catalogos_materiales_peligrosos1981,M1981,VEHÍCULO PROPULSADO POR GAS INFLAMABLE o VEHÍCULO PROPULSADO POR LÍQUIDO INFLAMABLE o VEHÍCULO CON PILA DE COMBUSTIBLE PROPULSADO POR GAS INFLAMABLE o VEHÍCULO CON PILA DE COMBUSTIBLE PROPULSADO POR LÍQUIDO INFLAMABLE,
catalogos_materiales_peligrosos1982,M1982,"MUESTRA DE GAS INFLAMABLE, A PRESIÓN NORMAL, N.E.P., que no sea líquido refrigerado",
catalogos_materiales_peligrosos1983,M1983,"MUESTRA DE GAS TÓXICO, INFLAMABLE, A PRESIÓN NORMAL, N.E.P., que no sea líquido refrigerado",
catalogos_materiales_peligrosos1984,M1984,"MUESTRA DE GAS TÓXICO,
A PRESIÓN NORMAL, N.E.P., que no sea líquido refrigerado",
catalogos_materiales_peligrosos1985,M1985,SUBPRODUCTOS DE LA FUNDICIÓN DEL ALUMINIO o SUBPRODUCTOS DE LA REFUNDICIÓN DEL ALUMINIO,
catalogos_materiales_peligrosos1986,M1986,VEHÍCULO ACCIONADO POR BATERÍA o APARATO ACCIONADO POR BATERÍA,
catalogos_materiales_peligrosos1987,M1987,"TOXINAS EXTRAÍDAS DE UN MEDIO VIVO, LÍQUIDAS, N.E.P.",
catalogos_materiales_peligrosos1988,M1988,TOXINAS EXTRAÍDAS DE UN,
catalogos_materiales_peligrosos1989,M1989,DISULFURO DE TITANIO,
catalogos_materiales_peligrosos1990,M1990,"SÓLIDO QUE CONTIENE LÍQUIDO INFLAMABLE, N.E.P.",
catalogos_materiales_peligrosos1991,M1991,"SÓLIDO INFLAMABLE ORGÁNICO, FUNDIDO, N.E.P.",
catalogos_materiales_peligrosos1992,M1992,"SÓLIDO INFLAMABLE INORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos1993,M1993,"SÓLIDO INFLAMABLE, TÓXICO, INORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos1994,M1994,"SÓLIDO INFLAMABLE, CORROSIVO, INORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos1995,M1995,"SALES METÁLICAS DE COMPUESTOS ORGÁNICOS, INFLAMABLES, N.E.P.",
catalogos_materiales_peligrosos1996,M1996,"HIDRUROS METÁLICOS INFLAMABLES, N.E.P.",
catalogos_materiales_peligrosos1997,M1997,"LÍQUIDO ORGÁNICO QUE EXPERIMENTA CALENTAMIENTO ESPONTÁNEO, N.E.P.",
catalogos_materiales_peligrosos1998,M1998,"LÍQUIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTÁNEO, TÓXICO, ORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos1999,M1999,"LÍQUIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTÁNEO, CORROSIVO, ORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos2000,M2000,"LÍQUIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTÁNEO, INORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos2001,M2001,"LÍQUIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTÁNEO, TÓXICO, INORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos2002,M2002,"LÍQUIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTÁNEO, CORROSIVO, INORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos2003,M2003,"POLVO METÁLICO QUE EXPERIMENTA CALENTAMIENTO ESPONTÁNEO, N.E.P.",
catalogos_materiales_peligrosos2004,M2004,"SÓLIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTÁNEO, INORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos2005,M2005,"SÓLIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTÁNEO, TÓXICO, INORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos2006,M2006,"SÓLIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTÁNEO, CORROSIVO, INORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos2007,M2007,LÍQUIDO PIROFÓRICO INORGÁNICO N.E.P.,
catalogos_materiales_peligrosos2008,M2008,"SÓLIDO PIROFÓRICO INORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos2009,M2009,"ALCOHOLATOS DE METALES ALCALINOTÉRREOS, N.E.P.",
catalogos_materiales_peligrosos2010,M2010,"ALCOHOLATOS DE METALES ALCALINOS QUE EXPERIMENTAN CALENTAMIENTO ESPONTÁNEO, CORROSIVOS, N.E.P.",
catalogos_materiales_peligrosos2011,M2011,"SUSTANCIA METÁLICA QUE REACCIONA CON EL AGUA, N.E.P.",
catalogos_materiales_peligrosos2012,M2012,"SUSTANCIA METÁLICA QUE REACCIONA CON EL AGUA Y QUE EXPERIMENTA CALENTAMIENTO ESPONTÁNEO, N.E.P.",
catalogos_materiales_peligrosos2013,M2013,"CLORATOS INORGÁNICOS EN SOLUCIÓN ACUOSA, N.E.P.",
catalogos_materiales_peligrosos2014,M2014,"PERCLORATOS INORGÁNICOS EN SOLUCIÓN ACUOSA, N.E.P.",
catalogos_materiales_peligrosos2015,M2015,"HIPOCLORITOS INORGÁNICOS, N.E.P.",
catalogos_materiales_peligrosos2016,M2016,"BROMATOS INORGÁNICOS EN SOLUCIÓN ACUOSA, N.E.P.",
catalogos_materiales_peligrosos2017,M2017,"PERMANGANATOS INORGÁNICOS EN SOLUCIÓN ACUOSA, N.E.P.",
catalogos_materiales_peligrosos2018,M2018,"PERSULFATOS INORGÁNICOS, N.E.P.",
catalogos_materiales_peligrosos2019,M2019,"PERSULFATOS INORGÁNICOS EN SOLUCIÓN ACUOSA, N.E.P.",
catalogos_materiales_peligrosos2020,M2020,"NITRATOS INORGÁNICOS EN SOLUCIÓN ACUOSA, N.E.P.",
catalogos_materiales_peligrosos2021,M2021,"NITRITOS INORGÁNICOS EN SOLUCIÓN ACUOSA, N.E.P.",
catalogos_materiales_peligrosos2022,M2022,PENTAFLUOROETANO (GAS REFRIGERANTE R125),
catalogos_materiales_peligrosos2023,M2023,"LÍQUIDO DE REACCIÓN ESPONTÁNEA, TIPO B",
catalogos_materiales_peligrosos2024,M2024,"LÍQUIDO DE REACCIÓN ESPONTÁNEA, TIPO B",
catalogos_materiales_peligrosos2025,M2025,"LÍQUIDO DE REACCIÓN ESPONTÁNEA, TIPO C",
catalogos_materiales_peligrosos2026,M2026,"SÓLIDO DE REACCIÓN ESPONTÁNEA, TIPO C",
catalogos_materiales_peligrosos2027,M2027,"LÍQUIDO DE REACCIÓN ESPONTÁNEA, TIPO D",
catalogos_materiales_peligrosos2028,M2028,"SÓLIDO DE REACCIÓN ESPONTÁNEA, TIPO D",
catalogos_materiales_peligrosos2029,M2029,"LÍQUIDO DE REACCIÓN ESPONTÁNEA, TIPO E",
catalogos_materiales_peligrosos2030,M2030,"SÓLIDO DE REACCIÓN ESPONTÁNEA, TIPO E",
catalogos_materiales_peligrosos2031,M2031,"LÍQUIDO DE REACCIÓN ESPONTÁNEA, TIPO F",
catalogos_materiales_peligrosos2032,M2032,"SÓLIDO DE REACCIÓN ESPONTÁNEA, TIPO F",
catalogos_materiales_peligrosos2033,M2033,"LÍQUIDO DE REACCIÓN ESPONTÁNEA, TIPO B, CON TEMPERATURA REGULADA",
catalogos_materiales_peligrosos2034,M2034,"SÓLIDO DE REACCIÓN ESPONTÁNEA, TIPO B, CON TEMPERATURA REGULADA",
catalogos_materiales_peligrosos2035,M2035,"LÍQUIDO DE REACCIÓN ESPONTÁNEA, TIPO C, CON TEMPERATURA REGULADA",
catalogos_materiales_peligrosos2036,M2036,"SÓLIDO DE REACCIÓN ESPONTÁNEA, TIPO C, CON TEMPERATURA REGULADA",
catalogos_materiales_peligrosos2037,M2037,"LÍQUIDO DE REACCIÓN ESPONTÁNEA, TIPO D, CON TEMPERATURA REGULADA",
catalogos_materiales_peligrosos2038,M2038,"SÓLIDO DE REACCIÓN ESPONTÁNEA, TIPO D, CON TEMPERATURA REGULADA",
catalogos_materiales_peligrosos2039,M2039,"LÍQUIDO DE REACCIÓN ESPONTÁNEA, TIPO E, CON TEMPERATURA REGULADA",
catalogos_materiales_peligrosos2040,M2040,"SÓLIDO DE REACCIÓN ESPONTÁNEA, TIPO E, CON TEMPERATURA REGULADA",
catalogos_materiales_peligrosos2041,M2041,"LÍQUIDO DE REACCIÓN ESPONTÁNEA, TIPO F, CON TEMPERATURA REGULADA",
catalogos_materiales_peligrosos2042,M2042,"SÓLIDO DE REACCIÓN ESPONTÁNEA, TIPO F, CON TEMPERATURA REGULADA",
catalogos_materiales_peligrosos2043,M2043,"2-BROMO-2-NITROPROPANO-1,3-DIOL",
catalogos_materiales_peligrosos2044,M2044,AZODICARBONAMIDA,
catalogos_materiales_peligrosos2045,M2045,"SÓLIDOS QUE CONTIENEN LÍQUIDO TÓXICO, N.E.P.",
catalogos_materiales_peligrosos2046,M2046,"SÓLIDOS QUE CONTIENEN LÍQUIDO CORROSIVO, N.E.P.",
catalogos_materiales_peligrosos2047,M2047,MICROORGANISMOS MODIFICADOS GENÉTICAMENTE u ORGANISMOS MODIFICADOS GENÉTICAMENTE,
catalogos_materiales_peligrosos2048,M2048,"CLORURO DE
METANOSULFONILO",
catalogos_materiales_peligrosos2049,M2049,PEROXOBORATO DE SODIO ANHIDRO,
catalogos_materiales_peligrosos2050,M2050,"MEDICAMENTO LÍQUIDO, INFLAMABLE, TÓXICO, N.E.P.",
catalogos_materiales_peligrosos2051,M2051,"MEDICAMENTO SÓLIDO, TÓXICO, N.E.P.",
catalogos_materiales_peligrosos2052,M2052,ÁCIDO CLOROACÉTICO FUNDIDO,
catalogos_materiales_peligrosos2053,M2053,MONONITRATO-5-DE ISOSORBIDA,
catalogos_materiales_peligrosos2054,M2054,"DIFLUOROMETANO
(GAS REFRIGERANTE R32)",
catalogos_materiales_peligrosos2055,M2055,TRIOXOSILICATO DE DISODIO,
catalogos_materiales_peligrosos2056,M2056,TRIBUTILFOSFANO,
catalogos_materiales_peligrosos2057,M2057,HIPOCLORITO DE terc-BUTILO,
catalogos_materiales_peligrosos2058,M2058,"LÍQUIDO A TEMPERATURA ELEVADA, INFLAMABLE, N.E.P., de punto de inflamación superior a 60 °C, a una temperatura igual o superior al punto de inflamación",
catalogos_materiales_peligrosos2059,M2059,"LÍQUIDO A TEMPERATURA ELEVADA, N.E.P., a una temperatura igual o superior a 100 °C e inferior a su punto de inflamación (incluidos los metales fundidos, las sales fundidas, etc.)",
catalogos_materiales_peligrosos2060,M2060,"SÓLIDO A TEMPERATURA ELEVADA, N.E.P., a una temperatura igual o superior a 240 °C",
catalogos_materiales_peligrosos2061,M2061,"AMINAS SÓLIDAS, CORROSIVAS, N.E.P., o POLIAMINAS SÓLIDAS, CORROSIVAS, N.E.P.",
catalogos_materiales_peligrosos2062,M2062,"SÓLIDO CORROSIVO, ÁCIDO, INORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos2063,M2063,"SÓLIDO CORROSIVO, ÁCIDO, ORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos2064,M2064,"SÓLIDO CORROSIVO, BÁSICO, INORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos2065,M2065,"SÓLIDO CORROSIVO, BÁSICO, ORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos2066,M2066,"LÍQUIDO CORROSIVO, ÁCIDO, INORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos2067,M2067,"LÍQUIDO CORROSIVO, ÁCIDO, ORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos2068,M2068,"LÍQUIDO CORROSIVO, BÁSICO, INORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos2069,M2069,"LÍQUIDO CORROSIVO, BÁSICO, ORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos2070,M2070,DISPOSITIVOS DE SEGURIDAD de iniciación eléctrica,
catalogos_materiales_peligrosos2071,M2071,"BOLSA DE RESINA POLIESTÉRICA, material básico líquido",
catalogos_materiales_peligrosos2072,M2072,"FILTROS DE MEMBRANAS NITROCELULÓSICAS, con un máximo del 12,6 % de nitrógeno, por masa seca",
catalogos_materiales_peligrosos2073,M2073,"ÉTERES, N.E.P.",
catalogos_materiales_peligrosos2074,M2074,"ÉSTERES, N.E.P.",
catalogos_materiales_peligrosos2075,M2075,"NITRILOS INFLAMABLES, TÓXICOS, N.E.P.",
catalogos_materiales_peligrosos2076,M2076,"ALCOHOLATOS EN SOLUCIÓN, N.E.P. en alcohol",
catalogos_materiales_peligrosos2077,M2077,"NITRILOS TÓXICOS, INFLAMABLES, N.E.P.",
catalogos_materiales_peligrosos2078,M2078,"NITRILOS LÍQUIDOS TÓXICOS, N.E.P.",
catalogos_materiales_peligrosos2079,M2079,"CLOROFORMIATOS TÓXICOS, CORROSIVOS, N.E.P.",
catalogos_materiales_peligrosos2080,M2080,"COMPUESTO ORGANOFOSFORADO LÍQUIDO TÓXICO, N.E.P.",
catalogos_materiales_peligrosos2081,M2081,"COMPUESTO ORGANOFOSFORADO TÓXICO, INFLAMABLE, N.E.P.",
catalogos_materiales_peligrosos2082,M2082,"COMPUESTO ORGANOARSENICAL, LÍQUIDO, N.E.P.",
catalogos_materiales_peligrosos2083,M2083,"CARBONILOS METÁLICOS LÍQUIDOS, N.E.P.",
catalogos_materiales_peligrosos2084,M2084,"COMPUESTO ORGANOMETÁLICO LÍQUIDO TÓXICO, , N.E.P.",
catalogos_materiales_peligrosos2085,M2085,"SELENIO, COMPUESTO DE, SÓLIDO, N.E.P.",
catalogos_materiales_peligrosos2086,M2086,"TELURIO, COMPUESTO DE, N.E.P.",
catalogos_materiales_peligrosos2087,M2087,"VANADIO, COMPUESTO DE, N.E.P.",
catalogos_materiales_peligrosos2088,M2088,"LÍQUIDO INFLAMABLE, TÓXICO, CORROSIVO, N.E.P.",
catalogos_materiales_peligrosos2089,M2089,"LÍQUIDO TÓXICO, INORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos2090,M2090,"SÓLIDO TÓXICO, INORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos2091,M2091,"LÍQUIDO TÓXICO, CORROSIVO, INORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos2092,M2092,"SÓLIDO TÓXICO, CORROSIVO, INORGÁNICO, N.E.P.",
catalogos_materiales_peligrosos2093,M2093,"DESECHOS CLÍNICOS, N.E.P.
oDESECHOS (BIO)MÉDICOS, N.E.P. o DESECHOS MÉDICOS REGULADOS, N.E.P.",
catalogos_materiales_peligrosos2094,M2094,BATERÍAS QUE CONTIENEN SODIO o ELEMENTOS DE BATERÍA QUE CONTIENEN SODIO,
catalogos_materiales_peligrosos2095,M2095,"HIDRAZINA EN SOLUCIÓN ACUOSA con un máximo del 37 %, en masa, de hidrazina",
catalogos_materiales_peligrosos2096,M2096,"CIANURO DE HIDRÓGENO EN SOLUCIÓN ALCOHÓLICA, con un máximo del 45 % de cianuro de hidrógeno",
catalogos_materiales_peligrosos2097,M2097,"HIDROCARBUROS LÍQUIDOS, N.E.P.",
catalogos_materiales_peligrosos2098,M2098,HEPTAFLUOROPROPANO (GAS REFRIGERANTE R 227),
catalogos_materiales_peligrosos2099,M2099,"ÓXIDO DE ETILENO Y CLOROTETRAFLUORO-ETANO, MEZCLA DE, con un máximo del 8,8 % de óxido de etileno",
catalogos_materiales_peligrosos2100,M2100,"ÓXIDO DE ETILENO Y PENTAFLUOROETANO, MEZCLA DE, con un máximo del 7,9 % de óxido de etileno",
catalogos_materiales_peligrosos2101,M2101,"ÓXIDO DE ETILENO Y TETRAFLUOROETANO, MEZCLA DE, con un máximo del 5,6 % de óxido de etileno",
catalogos_materiales_peligrosos2102,M2102,"ÓXIDO DE ETILENO Y DIÓXIDO DE CARBONO, MEZCLA DE, con más del 87 % de óxido de etileno",
catalogos_materiales_peligrosos2103,M2103,"LÍQUIDO CORROSIVO QUE EXPERIMENTA CALENTAMIENTO ESPONTÁNEO, N.E.P.",
catalogos_materiales_peligrosos2104,M2104,"ACRILATO 2-
DIMETILAMINOETÍLICO ESTABILIZADO",
catalogos_materiales_peligrosos2105,M2105,"GAS COMPRIMIDO, TÓXICO, OXIDANTE, N.E.P.",
catalogos_materiales_peligrosos2106,M2106,"GAS COMPRIMIDO, TÓXICO, CORROSIVO, N.E.P.",
catalogos_materiales_peligrosos2107,M2107,"GAS COMPRIMIDO, TÓXICO, INFLAMABLE, CORROSIVO, N.E.P.",
catalogos_materiales_peligrosos2108,M2108,"GAS COMPRIMIDO, TÓXICO, OXIDANTE, CORROSIVO, N.E.P.",
catalogos_materiales_peligrosos2109,M2109,"GAS LICUADO, TÓXICO, OXIDANTE, N.E.P.",
catalogos_materiales_peligrosos2110,M2110,"GAS LICUADO, TÓXICO, CORROSIVO, N.E.P.",
catalogos_materiales_peligrosos2111,M2111,"GAS LICUADO, TÓXICO, INFLAMABLE, CORROSIVO, N.E.P",
catalogos_materiales_peligrosos2112,M2112,"GAS LICUADO, TÓXICO, OXIDANTE, CORROSIVO, N.E.P",
catalogos_materiales_peligrosos2113,M2113,"GAS, LÍQUIDO REFRIGERADO, OXIDANTE, N.E.P.",
catalogos_materiales_peligrosos2114,M2114,"GAS, LÍQUIDO REFRIGERADO, INFLAMABLE, N.E.P.",
catalogos_materiales_peligrosos2115,M2115,PIGMENTOS ORGÁNICOS QUE EXPERIMENTAN UN CALENTAMIENTO ESPONTÁNEO,
catalogos_materiales_peligrosos2116,M2116,"COMPUESTO PARA EL MOLDEADO DE PLÁSTICOS en forma de pasta, hoja o cuerda estirada que desprende vapores inflamables",
catalogos_materiales_peligrosos2117,M2117,MUESTRA QUÍMICA TÓXICA,
catalogos_materiales_peligrosos2118,M2118,EQUIPO QUÍMICO o BOTIQUÍN DE URGENCIA,
catalogos_materiales_peligrosos2119,M2119,"2-AMINO-4,6-DINITROFENOL, HUMEDECIDO con una proporción de agua, en masa, con un mínimo del 20 %",
catalogos_materiales_peligrosos2120,M2120,"SOLUCIÓN ACUOSA DE AMONIACO, con una densidad relativa menor de 0,880 a 15 °C, con más del 50 % de amoiíaco",
catalogos_materiales_peligrosos2121,M2121,"NITROGLICERINA EN MEZCLA, DESENSIBILIZADA, SÓLIDA, N.E.P. con más del 2 % pero no más del 10 %, en masa, de nitroglicerina",
catalogos_materiales_peligrosos2122,M2122,"BOROHIDRURO DE SODIO Y SOLUCIÓN DE HIDRÓXIDO DE SODIO con un máximo del 12 % de borohidruro de sodio y un máximo del 40 %, en masa, de hidróxido de sodio",
catalogos_materiales_peligrosos2123,M2123,"MATERIALES RADIACTIVOS, BAJA ACTIVIDAD ESPECÍFICA (BAE-II), no fisionables o fisionables exceptuados",
catalogos_materiales_peligrosos2124,M2124,"MATERIALES RADIACTIVOS, BAJA ACTIVIDAD ESPECÍFICA (BAE-III), no fisionables o fisionables exceptuados",
catalogos_materiales_peligrosos2125,M2125,"MATERIALES RADIACTIVOS, BULTOS DEL TIPO C, no fisionables o fisionables exceptuados",
catalogos_materiales_peligrosos2126,M2126,"MATERIALES RADIACTIVOS, BAJA ACTIVIDAD ESPECÍFICA (BAE-II), FISIONABLES",
